/station/id,/station/latitude,/station/long,/station/name,/station/nbStandardBikes,/station/nbDocks,/station/nbEmptyDocks,/station/terminalName,/station/area,/station/bikeavailability%,/station/HighDemand
290,51.518268,-0.17110323,"St Mary's Hospital, Paddington",1,20,19,3496,Paddington,5,1
291,51.48483991,-0.138089062,"Claverton Street, Pimlico",21,32,11,1135,Pimlico,65.63,0
292,51.49888404,-0.165471605,"Montpelier Street, Knightsbridge",8,16,8,1206,Knightsbridge,50,0
293,51.49815779,-0.209494128,"Kensington Olympia Station, Olympia",5,25,20,1214,Olympia,20,1
294,51.488226,-0.135635511,"St. George's Square, Pimlico",4,16,12,1195,Pimlico,25,0
295,51.50029631,-0.092762704,"Swan Street, The Borough",19,27,8,1216,The Borough,70.37,0
296,51.49363156,-0.190603326,"Knaresborough Place, Earl's Court",1,18,17,200069,Earl's Court,5.56,1
297,51.49612799,-0.106000855,"Geraldine Street, Elephant & Castle",8,17,9,3498,Elephant & Castle,47.06,0
298,51.50227992,-0.074189225,"Curlew Street, Shad Thames",0,21,21,1213,Shad Thames,0,1
299,51.49398524,-0.136928582,"Vincent Square, Westminster",16,19,3,1196,Westminster,84.21,0
300,51.505014,-0.17306032,"Serpentine Car Park, Hyde Park",10,18,8,1217,Hyde Park,55.56,0
301,51.51475963,-0.148105415,"Marylebone Lane, Marylebone",9,24,15,1152,Marylebone,37.5,0
302,51.466907,-0.216573,"Putney Pier, Wandsworth",0,28,28,3492,Wandsworth,0,1
303,51.50295379,-0.158456089,"Albert Gate, Hyde Park",23,34,11,1132,Hyde Park,67.65,0
306,51.51816295,-0.135025698,"Rathbone Street, Fitzrovia",3,16,13,3497,Fitzrovia,18.75,1
307,51.50990837,-0.187842717,"Black Lion Gate, Kensington Gardens",0,24,24,1157,Kensington Gardens,0,1
308,51.49907558,-0.085666316,"Long Lane , Bermondsey",14,20,6,1189,Bermondsey,70,0
309,51.50963123,-0.119047563,"Embankment (Savoy), Strand",41,41,0,1192,Strand,100,0
310,51.4908679,-0.116911864,"Black Prince Road, Vauxhall",10,19,9,1205,Vauxhall,52.63,0
311,51.51918144,-0.140485596,"Foley Street, Fitzrovia",3,24,21,3494,Fitzrovia,12.5,1
312,51.53088935,-0.176770502,"Grove End Road, St. John's Wood",10,20,10,1130,St. John's Wood,50,0
313,51.51734403,-0.138072691,"Wells Street, Fitzrovia",14,38,24,3495,Fitzrovia,36.84,0
314,51.50088934,-0.083159352,"Tyers Gate, Bermondsey",29,36,7,3485,Bermondsey,80.56,0
315,51.52536703,-0.153463612,"The Tennis Courts, The Regent's Park",4,16,12,1199,The Regent's Park,25,0
316,51.497998,-0.14296064,"Warwick Row, Westminster",13,21,8,968,Westminster,61.9,0
317,51.49679128,-0.093913472,"Dickens Square, Borough",14,32,18,1208,Borough,43.75,0
318,51.51004801,-0.138846453,"Sackville Street, Mayfair",10,18,8,1197,Mayfair,55.56,0
319,51.52702563,-0.088542771,"Baldwin Street, St. Luke's",13,21,8,3500,St. Luke's,61.9,0
320,51.49357351,-0.139956043,"Queen Mother Sports Centre, Victoria",15,26,11,1148,Victoria,57.69,0
321,51.49785559,-0.081608045,"Bermondsey Street, Bermondsey",6,24,18,2637,Bermondsey,25,0
322,51.526293,-0.073955,"Palissy Street, Shoreditch",19,26,7,3502,Shoreditch,73.08,0
323,51.523196,-0.083067,"Clifton Street, Shoreditch",14,24,10,3501,Shoreditch,58.33,0
324,51.49652013,-0.101384068,"Ontario Street, Elephant & Castle",13,15,2,1200,Elephant & Castle,86.67,0
325,51.50908747,-0.129697889,"St. Martin's Street, West End",7,18,11,1158,West End,38.89,0
326,51.53266186,-0.099981142,"Graham Street, Angel",12,26,14,1131,Angel,46.15,0
327,51.522168,-0.1928142,"Westbourne Green, Westbourne",3,21,18,1128,Westbourne,14.29,1
328,51.53114,-0.086016,"New North Road 2, Hoxton",8,22,14,2641,Hoxton,36.36,0
329,51.53589283,-0.160854428,"Prince Albert Road, The Regent's Park",1,24,23,2636,The Regent's Park,4.17,1
330,51.51641749,-0.179135079,"Eastbourne Mews, Paddington",10,34,24,1203,Paddington,29.41,0
331,51.52085887,-0.089887855,"Bunhill Row, Moorgate",18,30,12,1211,Moorgate,60,0
332,51.49334336,-0.194757949,"Nevern Place, Earl's Court",9,20,11,1210,Earl's Court,45,0
333,51.50860544,-0.193764092,"Palace Gardens Terrace, Notting Hill",15,37,22,2633,Notting Hill,40.54,0
335,51.51196803,-0.120718759,"Tavistock Street, Covent Garden",5,33,28,1207,Covent Garden,15.15,1
337,51.51108452,-0.197524944,"Pembridge Villas, Notting Hill",5,16,11,2589,Notting Hill,31.25,0
338,51.51175646,-0.119643424,"Wellington Street , Strand",14,24,10,1202,Strand,58.33,0
339,51.5333196,-0.1117812,"Risinghill Street, Angel",16,25,9,1127,Angel,64,0
340,51.51444134,-0.087587447,"Bank of England Museum, Bank",11,16,5,1201,Bank,68.75,0
341,51.50810309,-0.12602103,"Craven Street, Strand",8,23,15,1160,Strand,34.78,0
343,51.53692216,-0.150181444,"London Zoo Car Park, The Regent's Park",16,36,20,1188,The Regent's Park,44.44,0
344,51.528246,-0.10102611,"Goswell Road (City Uni), Finsbury",4,17,13,1222,Finsbury,23.53,1
345,51.48802358,-0.166878535,"Flood Street, Chelsea",26,33,7,1218,Chelsea,78.79,0
347,51.50013942,-0.113936001,"Lower Marsh, Waterloo",12,17,5,1219,Waterloo,70.59,0
348,51.51217033,-0.150481272,"Grosvenor Square, Mayfair",12,17,5,10627,Mayfair,70.59,0
349,51.51196,-0.142783033,"St. George Street, Mayfair",10,18,8,1221,Mayfair,55.56,0
350,51.50171544,-0.179854184,"Queen's Gate, Kensington Gardens",15,21,6,1231,Kensington Gardens,71.43,0
351,51.529423,-0.097122,"Macclesfield Rd, St Lukes",10,28,18,1226,St Lukes,35.71,0
352,51.486965,-0.116625,"Vauxhall Street, Vauxhall",11,19,8,1224,Vauxhall,57.89,0
353,51.49459148,-0.134234258,"Greycoat Street , Westminster",6,17,11,10623,Westminster,35.29,0
354,51.506767,-0.123702,"Northumberland Avenue, Strand",15,37,22,1097,Strand,40.54,0
355,51.461388,-0.13922146,"Clapham Common Station, Clapham Common",2,21,19,2694,Clapham Common,9.52,1
356,51.494412,-0.173881,"South Kensington Station, South Kensington",9,15,6,2685,South Kensington,60,0
357,51.520994,-0.139016,"Howland Street, Fitzrovia",14,30,16,2691,Fitzrovia,46.67,0
358,51.516226,-0.124826,"High Holborn , Covent Garden",9,20,11,1229,Covent Garden,45,0
359,51.49782999,-0.135440826,"Butler Place, Westminster",1,18,17,2662,Westminster,5.56,1
360,51.49675303,-0.138733562,"Howick Place, Westminster",21,27,6,2666,Westminster,77.78,0
361,51.50391973,-0.11342629,"Waterloo Station 2, Waterloo",17,48,31,2692,Waterloo,35.42,0
362,51.536264,-0.133952,"Royal College Street, Camden Town",46,57,11,2686,Camden Town,80.7,0
363,51.5291212,-0.171185285,"Lord's, St. John's Wood",6,24,18,2665,St. John's Wood,25,0
364,51.519572,-0.13214036,"Store Street, Bloomsbury",3,32,29,3507,Bloomsbury,9.38,1
365,51.530344,-0.100168,"City Road, Angel",44,47,3,2690,Angel,93.62,0
366,51.5109193,-0.151126385,"Millennium Hotel, Mayfair",4,27,23,1230,Mayfair,14.81,1
367,51.5173721,-0.1642075,"Harrowby Street, Marylebone",0,16,16,2680,Marylebone,0,1
368,51.50024195,-0.15934065,"Harriet Street, Knightsbridge",14,25,11,2681,Knightsbridge,56,0
370,51.520205,-0.174593,"Paddington Green, Paddington",6,20,14,2670,Paddington,30,0
371,51.49775,-0.10988,"King Edward Walk, Waterloo",1,22,21,2639,Waterloo,4.55,1
372,51.515208,-0.117863,"Sardinia Street, Holborn",18,24,6,2649,Holborn,75,0
373,51.49980661,-0.176415994,"Prince Consort Road, Knightsbridge",10,18,8,3499,Knightsbridge,55.56,0
374,51.50402794,-0.11386436,"Waterloo Station 1, Waterloo",3,36,33,2696,Waterloo,8.33,1
375,51.50194596,-0.194392952,"Kensington Town Hall, Kensington",7,18,11,10632,Kensington,38.89,0
376,51.49188409,-0.125674815,"Millbank Tower, Pimlico",20,24,4,2683,Pimlico,83.33,0
377,51.50535447,-0.113656543,"Waterloo Bridge, South Bank",5,15,10,2648,South Bank,33.33,0
378,51.49559291,-0.179077626,"Natural History Museum, South Kensington",39,42,3,2677,South Kensington,92.86,0
379,51.51431171,-0.200838199,"Turquoise Island, Notting Hill",10,21,11,2682,Notting Hill,47.62,0
380,51.50686435,-0.150666888,"Stanhope Gate, Mayfair",2,21,19,3506,Mayfair,9.52,1
381,51.51953043,-0.13577731,"Charlotte Street, Fitzrovia",6,14,8,2669,Fitzrovia,42.86,0
382,51.50935171,-0.14744969,"Farm Street, Mayfair",5,15,10,2678,Mayfair,33.33,0
383,51.51310333,-0.13121385,"Frith Street, Soho",3,18,15,2660,Soho,16.67,1
384,51.496481,-0.192404,"Marloes Road, Kensington",0,15,15,3505,Kensington,0,1
386,51.51352755,-0.130110822,"Moor Street, Soho",3,16,13,3504,Soho,18.75,1
387,51.49369988,-0.121394101,"Fire Brigade Pier, Vauxhall",22,30,8,2703,Vauxhall,73.33,0
388,51.51070161,-0.121723604,"Southampton Street, Strand",5,14,9,1228,Strand,35.71,0
389,51.51013066,-0.155757901,"Upper Grosvenor Street, Mayfair",3,18,15,10621,Mayfair,16.67,1
390,51.521776,-0.068856,"Buxton Street 1, Shoreditch",36,41,5,1223,Shoreditch,87.8,0
391,51.51066202,-0.142345694,"Clifford Street, Mayfair",5,17,12,2688,Mayfair,29.41,0
392,51.49942855,-0.179702476,"Imperial College, Knightsbridge",20,21,1,1220,Knightsbridge,95.24,0
393,51.51733427,-0.103604248,"Snow Hill, Farringdon",10,15,5,2699,Farringdon,66.67,0
394,51.524826,-0.176268,"Aberdeen Place, St. John's Wood",0,18,18,2698,St. John's Wood,0,1
395,51.492462,-0.159919,"Cadogan Gardens, Chelsea",10,15,5,2695,Chelsea,66.67,0
396,51.51809,-0.163609,"Shouldham Street, Marylebone",1,16,15,2693,Marylebone,6.25,1
397,51.51348,-0.17977,"Devonshire Terrace, Bayswater",9,16,7,1227,Bayswater,56.25,0
398,51.502319,-0.200742,"Holland Park, Kensington",24,30,6,10631,Kensington,80,0
399,51.52261762,-0.071653961,"Brick Lane Market, Shoreditch",22,24,2,2687,Shoreditch,91.67,0
400,51.517703,-0.154106,"George Street, Marylebone",11,27,16,1225,Marylebone,40.74,0
401,51.528187,-0.075375,"Columbia Road, Shoreditch",17,24,7,2701,Shoreditch,70.83,0
402,51.52289229,-0.171681991,"Penfold Street, Marylebone",5,15,10,10625,Marylebone,33.33,0
403,51.51689296,-0.158249929,"George Place Mews, Marylebone",4,16,12,10630,Marylebone,25,0
404,51.50204238,-0.184400221,"Palace Gate, Kensington Gardens",2,13,11,1110,Kensington Gardens,15.38,1
405,51.49418566,-0.18267094,"Gloucester Road Station, South Kensington",5,15,10,1107,South Kensington,33.33,0
408,51.520009,-0.083935724,"Sun Street, Liverpool Street",19,24,5,1129,Liverpool Street,79.17,0
409,51.493146,-0.099828,"Strata, Elephant & Castle",12,41,29,10624,Elephant & Castle,29.27,0
410,51.519968,-0.169774,"Edgware Road Station, Marylebone",14,64,50,1058,Marylebone,21.88,1
411,51.499169,-0.055846029,"Rotherhithe Roundabout, Rotherhithe",4,19,15,10629,Rotherhithe,21.05,1
412,51.488105,-0.110121,"Cleaver Street, Kennington",7,17,10,10628,Kennington,41.18,0
419,51.485821,-0.149004,"Chelsea Bridge, Pimlico",2,15,13,22160,Pimlico,13.33,1
421,51.504044,-0.104778,"Southwark Station 2, Southwark",34,45,11,22163,Southwark,75.56,0
423,51.49456127,-0.15393398,"Eaton Square (South), Belgravia",15,31,16,22164,Belgravia,48.39,0
424,51.490491,-0.149186,"Ebury Bridge, Pimlico",16,29,13,22159,Pimlico,55.17,0
425,51.53792,-0.13053,"Camley Street, Camden Town",0,18,18,22181,Camden Town,0,1
426,51.493072,-0.129925,"Vincent Street, Pimlico",3,17,14,22161,Pimlico,17.65,1
427,51.51397065,-0.09294031,"Cheapside, Bank",32,43,11,22180,Bank,74.42,0
428,51.499917,-0.174554,"Exhibition Road, Knightsbridge",10,20,10,22179,Knightsbridge,50,0
430,51.48902,-0.17524,"South Parade, Chelsea",13,18,5,22182,Chelsea,72.22,0
431,51.534474,-0.122203,"Crinan Street, King's Cross",11,20,9,22183,King's Cross,55,0
432,51.496468,-0.17379696,"Exhibition Road Museums 1, South Kensington",9,13,4,22158,South Kensington,69.23,0
433,51.524564,-0.116279,"Wren Street, Holborn",15,33,18,22169,Holborn,45.45,0
435,51.488852,-0.105593,"Kennington Station, Kennington",8,23,15,22170,Kennington,34.78,0
436,51.51824,-0.11655,"Red Lion Street, Holborn",20,36,16,22171,Holborn,55.56,0
437,51.488124,-0.120903,"Vauxhall Walk, Vauxhall",10,27,17,200056,Vauxhall,37.04,0
439,51.5338,-0.118677,"Killick Street, King's Cross",10,22,12,200053,King's Cross,45.45,0
440,51.483145,-0.113134,"Kennington Oval, Oval",5,33,28,200032,Oval,15.15,1
441,51.495656,-0.114605,"Sail Street, Vauxhall",19,24,5,200039,Vauxhall,79.17,0
442,51.510101,-0.211358,"Walmer Road, Avondale",8,24,16,200035,Avondale,33.33,0
443,51.515256,-0.058641,"Philpot Street, Whitechapel",11,30,19,200033,Whitechapel,36.67,0
444,51.52568,-0.055312,"Bethnal Green Garden, Bethnal Green",10,24,14,200047,Bethnal Green,41.67,0
445,51.52388,-0.065076,"Cheshire Street, Bethnal Green",16,28,12,200003,Bethnal Green,57.14,0
446,51.528936,-0.055894,"York Hall, Bethnal Green",23,27,4,200042,Bethnal Green,85.19,0
447,51.493381,-0.007542,"Jubilee Crescent, Cubitt Town",7,54,47,200054,Cubitt Town,12.96,1
448,51.50623,-0.02296,"Fisherman's Walk West, Canary Wharf",27,36,9,22165,Canary Wharf,75,0
449,51.511088,-0.057159,"Shadwell Station, Shadwell",21,35,14,200020,Shadwell,60,0
450,51.515975,-0.053177,"Jubilee Street, Stepney",16,28,12,200002,Stepney,57.14,0
451,51.504719,-0.063531,"Hermitage Court, Wapping",3,16,13,200021,Wapping,18.75,1
452,51.505697,-0.070542,"St. Katharine's Way, Tower",15,24,9,200049,Tower,62.5,0
453,51.508447,-0.055167,"Garnet Street, Shadwell",11,24,13,200045,Shadwell,45.83,0
454,51.487679,-0.021582,"Napier Avenue, Millwall",5,20,15,200046,Millwall,25,0
455,51.49447,-0.014409,"East Ferry Road, Cubitt Town",13,17,4,200031,Cubitt Town,76.47,0
456,51.537706,-0.1448019,"Albert Street, Camden Town",21,26,5,200118,Camden Town,80.77,0
457,51.542138,-0.145393,"Castlehaven Road, Camden Town",21,29,8,200016,Camden Town,72.41,0
458,51.504749,-0.057544,"Wapping Lane, Wapping",12,28,16,200034,Wapping,42.86,0
459,51.535179,-0.03338,"Gunmakers Lane, Old Ford",12,17,5,200014,Old Ford,70.59,0
460,51.516196,-0.029138,"Burdett Road, Mile End",16,33,17,200123,Mile End,48.48,0
461,51.516,-0.038775,"Aston Street, Stepney",18,26,8,200013,Stepney,69.23,0
462,51.541603,-0.138853,"Bonny Street, Camden Town",27,45,18,200105,Camden Town,60,0
463,51.534776,-0.071881,"Thurtle Road, Haggerston",11,22,11,200093,Haggerston,50,0
464,51.51417,-0.052099,"St. Mary & St. Michael Church, Stepney",7,25,18,200082,Stepney,28,0
465,51.53558,-0.08249,"Pitfield Street North, Hoxton",16,28,12,200152,Hoxton,57.14,0
466,51.534464,-0.076341,"Whiston Road, Haggerston",8,21,13,200158,Haggerston,38.1,0
467,51.523538,-0.030556,"Southern Grove, Bow",6,17,11,200168,Bow,35.29,0
468,51.521564,-0.022694,"Cantrell Road, Bow",15,24,9,200150,Bow,62.5,0
469,51.513757,-0.020467,"Lindfield Street, Poplar",1,44,43,22178,Poplar,2.27,1
470,51.530535,-0.025492,"Mostyn Grove, Bow",29,46,17,200174,Bow,63.04,0
471,51.533283,-0.028155,"Hewison Street, Old Ford",8,19,11,200006,Old Ford,42.11,0
472,51.529452,-0.027616,"Malmesbury Road, Bow",12,21,9,200019,Bow,57.14,0
473,51.496137,-0.019355,"Millharbour, Millwall",15,19,4,22167,Millwall,78.95,0
474,51.541515,-0.038557746,"Gascoyne Road, Victoria Park",2,20,18,200155,Victoria Park,10,1
475,51.499041,-0.020157,"Lightermans Road, Millwall",5,31,26,200004,Millwall,16.13,1
476,51.489096,-0.009205,"Stebondale Street, Cubitt Town",28,29,1,200009,Cubitt Town,96.55,0
477,51.49109,-0.018716,"Spindrift Avenue, Millwall",26,36,10,200018,Millwall,72.22,0
478,51.521889,-0.04667,"Stepney Green Station, Stepney",9,21,12,200012,Stepney,42.86,0
479,51.527152,-0.058005,"Pott Street, Bethnal Green",17,20,3,200156,Bethnal Green,85,0
480,51.5128711,-0.0389866,"Flamborough Street, Limehouse",12,25,13,200115,Limehouse,48,0
481,51.487129,-0.0090011,"Saunders Ness Road, Cubitt Town",27,35,8,200022,Cubitt Town,77.14,0
482,51.495947,-0.17368958,"Exhibition Road Museums 2, South Kensington",12,14,2,200052,South Kensington,85.71,0
483,51.51328,-0.047784,"Albert Gardens, Stepney",17,33,16,22166,Stepney,51.52,0
484,51.528828,-0.013258,"Bromley High Street, Bow",1,24,23,22172,Bow,4.17,1
485,51.531127,-0.048017,"Old Ford Road, Bethnal Green",18,24,6,22173,Bethnal Green,75,0
486,51.525645,-0.069543,"Granby Street, Shoreditch",20,37,17,22174,Shoreditch,54.05,0
487,51.511811,-0.025626,"Canton Street, Poplar",8,23,15,22175,Poplar,34.78,0
488,51.506946,-0.058681,"Reardon Street, Wapping",11,22,11,22176,Wapping,50,0
489,51.513074,-0.064094,"Christian Street, Whitechapel",17,34,17,22177,Whitechapel,50,0
490,51.508622,-0.065006,"Pennington Street, Wapping",29,45,16,200090,Wapping,64.44,0
491,51.522507,-0.041378,"Queen Mary's, Mile End",29,45,16,200249,Mile End,64.44,0
492,51.525501,-0.032267204,"Maplin Street, Mile End",9,39,30,200230,Mile End,23.08,1
494,51.50196,-0.016251,"South Quay East, Canary Wharf",27,36,9,200233,Canary Wharf,75,0
495,51.528169,-0.018703,"Bow Church Station, Bow",1,39,38,200252,Bow,2.56,1
496,51.52512,-0.015578,"Devons Road, Bow",23,39,16,200255,Bow,58.97,0
497,51.526578,-0.027581,"Merchant Street, Bow",2,27,25,200242,Bow,7.41,1
498,51.527058,-0.025296,"Bow Road Station, Bow",1,42,41,200251,Bow,2.38,1
499,51.519265,-0.021345,"Furze Green, Bow",29,36,7,200011,Bow,80.56,0
500,51.520019,-0.05438,"Ansell House, Stepney",9,41,32,200148,Stepney,21.95,1
501,51.522561,-0.054883,"Cephas Street, Bethnal Green",13,24,11,200073,Bethnal Green,54.17,0
502,51.53341,-0.049591815,"Bonner Gate, Victoria Park",12,21,9,200241,Victoria Park,57.14,0
503,51.520893,-0.051394,"Cleveland Way, Stepney",10,36,26,200250,Stepney,27.78,0
504,51.496454,-0.009506,"St. John's Park, Cubitt Town",14,30,16,200243,Cubitt Town,46.67,0
505,51.520398,-0.026768,"Ackroyd Drive, Bow",16,29,13,200038,Bow,55.17,0
506,51.517475,-0.075855,"Bell Lane, Liverpool Street",5,23,18,200036,Liverpool Street,21.74,1
507,51.528692,-0.059091,"Clarkson Street, Bethnal Green",22,31,9,200131,Bethnal Green,70.97,0
508,51.519362,-0.074431,"Fournier Street, Whitechapel",12,18,6,200157,Whitechapel,66.67,0
509,51.517842,-0.090075,"Fore Street Avenue, Guildhall",12,19,7,200253,Guildhall,63.16,0
510,51.509303,-0.025996,"Westferry DLR, Limehouse",21,41,20,200238,Limehouse,51.22,0
511,51.511066,-0.053558,"Sutton Street, Shadwell",11,33,22,200256,Shadwell,33.33,0
512,51.532091,-0.06142,"Pritchard's Road, Bethnal Green",27,30,3,200083,Bethnal Green,90,0
513,51.5142228,-0.055656,"Watney Market, Stepney",12,51,39,200162,Stepney,23.53,1
514,51.516204,-0.155525,"Portman Square, Marylebone",8,17,9,200008,Marylebone,47.06,0
515,51.500088,-0.211316,"Russell Gardens, Olympia",3,24,21,200080,Olympia,12.5,1
516,51.5112,-0.014438,"Chrisp Street Market, Poplar",9,18,9,200089,Poplar,50,0
517,51.532513,-0.033085,"Ford Road, Old Ford",11,18,7,200027,Old Ford,61.11,0
518,51.528224,-0.037471,"Antill Road, Mile End",9,30,21,200041,Mile End,30,0
519,51.518811,-0.011662,"Teviot Street, Poplar",22,33,11,200254,Poplar,66.67,0
520,51.526041,-0.047218,"Bancroft Road, Bethnal Green",4,21,17,200234,Bethnal Green,19.05,1
521,51.534137,-0.037366,"Driffield Road, Old Ford",3,19,16,200030,Old Ford,15.79,1
522,51.525941,-0.036017,"Clinton Road, Mile End",33,36,3,200161,Mile End,91.67,0
523,51.51549,-0.013475,"Langdon Park, Poplar",18,24,6,200160,Poplar,75,0
524,51.511654,-0.179668,"Lancaster Gate , Bayswater",21,38,17,200017,Bayswater,55.26,0
525,51.496927,-0.21350087,"Blythe Road, Olympia",9,24,15,200153,Olympia,37.5,0
526,51.503143,-0.008428,"Lancaster Drive, Blackwall",17,27,10,200143,Blackwall,62.96,0
527,51.503802,-0.215808,"Hansard Mews, Holland Park",7,20,13,200154,Holland Park,35,0
528,51.507326,-0.145827,"Clarges Street, Mayfair",6,16,10,200088,Mayfair,37.5,0
529,51.486892,-0.170983,"Manresa Road, Chelsea",1,18,17,200010,Chelsea,5.56,1
530,51.508896,-0.012413,"Newby Place, Poplar",2,18,16,200146,Poplar,11.11,1
531,51.530326,-0.042744,"Twig Folly Bridge, Mile End",4,21,17,200167,Mile End,19.05,1
532,51.5034,-0.0202423,"Jubilee Plaza, Canary Wharf",25,63,38,200163,Canary Wharf,39.68,0
533,51.528222,-0.069743,"Wellington Row, Bethnal Green",20,33,13,200165,Bethnal Green,60.61,0
534,51.531864,-0.066035,"Goldsmith's Row, Haggerston",10,27,17,200159,Haggerston,37.04,0
535,51.537349,-0.147154,"Gloucester Avenue, Camden Town",9,24,15,200145,Camden Town,37.5,0
536,51.53385,-0.06992,"Queensbridge Road, Haggerston",19,35,16,200024,Haggerston,54.29,0
537,51.51793,-0.067937,"Old Montague Street, Whitechapel",3,18,15,200239,Whitechapel,16.67,1
538,51.508981,-0.00699,"Naval Row, Blackwall",1,21,20,200050,Blackwall,4.76,1
539,51.531091,-0.075901,"Hoxton Station, Hoxton",12,22,10,200151,Hoxton,54.55,0
540,51.528302,-0.144466,"Albany Street, The Regent's Park",6,27,21,200134,The Regent's Park,22.22,1
541,51.506613,-0.142844,"Green Park Station, Mayfair",13,28,15,200096,Mayfair,46.43,0
542,51.514115,-0.033828,"Salmon Lane, Limehouse",15,33,18,200147,Limehouse,45.45,0
543,51.509591,-0.204666,"Lansdowne Walk, Ladbroke Grove",12,21,9,200065,Ladbroke Grove,57.14,0
544,51.526153,-0.102208,"Percival Street, Finsbury",6,22,16,200051,Finsbury,27.27,0
545,51.539957,-0.145246,"Arlington Road, Camden Town",20,24,4,200070,Camden Town,83.33,0
546,51.517428,-0.107987,"New Fetter Lane, Holborn",11,21,10,200044,Holborn,52.38,0
547,51.509474,-0.002275,"East India DLR, Blackwall",3,51,48,200127,Blackwall,5.88,1
548,51.498386,-0.107913,"Westminster Bridge Road, Elephant & Castle",23,26,3,200076,Elephant & Castle,88.46,0
549,51.49605,-0.104193,"Gaywood  Street, Elephant & Castle",26,45,19,200132,Elephant & Castle,57.78,0
550,51.521564,-0.039264,"Harford Street, Mile End",8,23,15,200102,Mile End,34.78,0
551,51.505772,-0.016460175,"Import Dock, Canary Wharf",26,39,13,200066,Canary Wharf,66.67,0
552,51.511542,-0.056667,"Watney Street, Shadwell",7,27,20,200149,Shadwell,25.93,0
553,51.535678,-0.062546,"Regent's Row , Haggerston",19,24,5,200064,Haggerston,79.17,0
554,51.513548,-0.005659,"Aberfeldy Street, Poplar",0,16,16,200078,Poplar,0,1
556,51.502661,-0.021596,"Heron Quays DLR, Canary Wharf",13,27,14,200138,Canary Wharf,48.15,0
557,51.51601,-0.0985,"King Edward Street, St Pauls",13,20,7,200203,St Pauls,65,0
558,51.493978,-0.127554,"Page Street, Westminster",6,24,18,200048,Westminster,25,0
559,51.501391,-0.205991,"Abbotsbury Road, Holland Park",12,24,12,200111,Holland Park,50,0
560,51.511624,-0.205921,"Ladbroke Grove Central, Ladbroke Grove",15,21,6,200015,Ladbroke Grove,71.43,0
561,51.518369,-0.043371,"Rectory Square, Stepney",14,22,8,200037,Stepney,63.64,0
562,51.51742,-0.12319,"Bury Place, Holborn",5,21,16,200074,Holborn,23.81,1
563,51.499286,-0.009152,"Preston's Road, Cubitt Town",14,26,12,200232,Cubitt Town,53.85,0
564,51.509943,-0.117619,"Somerset House, Strand",36,41,5,200068,Strand,87.8,0
565,51.521905,-0.063386,"Selby Street, Whitechapel",13,17,4,200135,Whitechapel,76.47,0
566,51.509158,-0.224103,"Westfield Ariel Way, White City",24,42,18,200141,White City,57.14,0
568,51.51616,-0.18697,"Bishop's Bridge Road West, Bayswater",7,18,11,200110,Bayswater,38.89,0
569,51.53213,-0.08299,"Pitfield Street Central, Hoxton",14,30,16,200248,Hoxton,46.67,0
570,51.503083,-0.017676,"Upper Bank Street, Canary Wharf",6,36,30,200099,Canary Wharf,16.67,1
571,51.506256,-0.218337,"Westfield Southern Terrace ,Shepherd's Bush",22,29,7,200061,Sheperd's Bush,75.86,0
572,51.539099,-0.141728,"Greenland Road, Camden Town",23,36,13,200026,Camden Town,63.89,0
573,51.485587,-0.18119,"Limerston Street, West Chelsea",13,18,5,200001,West Chelsea,72.22,0
574,51.53356,-0.09315,"Eagle Wharf Road, Hoxton",27,45,18,200246,Hoxton,60,0
576,51.497304,-0.022793,"Alpha Grove, Millwall",3,23,20,200109,Millwall,13.04,1
577,51.528869,-0.047548,"Globe Town Market, Bethnal Green",14,20,6,200247,Bethnal Green,70,0
578,51.527607,-0.057133,"Hollybush Gardens, Bethnal Green",27,32,5,200244,Bethnal Green,84.38,0
579,51.511246,-0.093051,"Queen Street 2, Bank",16,36,20,200128,Bank,44.44,0
580,51.48692917,-0.102996299,"Doddington Grove, Kennington",5,36,31,200084,Kennington,13.89,1
581,51.519167,-0.147983,"New Cavendish Street, Marylebone",7,18,11,200005,Marylebone,38.89,0
583,51.49764,-0.12597218,"Abingdon Green, Westminster",16,20,4,200231,Westminster,80,0
584,51.51244,-0.19096,"Ilchester Gardens, Bayswater",4,21,17,200086,Bayswater,19.05,1
586,51.490645,-0.014582,"Mudchute DLR, Cubitt Town",6,31,25,200092,Cubitt Town,19.35,1
587,51.50964,-0.08497,"Monument Street, Monument",5,22,17,200101,Monument,22.73,1
588,51.52959,-0.0801,"Hoxton Street, Hoxton",17,27,10,200071,Hoxton,62.96,0
589,51.487196,-0.179369,"Drayton Gardens, West Chelsea",8,18,10,200060,West Chelsea,44.44,0
590,51.53256,-0.16862,"Greenberry Street, St.John's Wood",11,26,15,200236,St.John's Wood,42.31,0
591,51.506093,-0.2242237,"Westfield Library Corner, Shepherd's Bush",15,27,12,200227,Shepherd's Bush,55.56,0
592,51.5171,-0.18377,"Bishop's Bridge Road East, Bayswater",15,20,5,200108,Bayswater,75,0
593,51.531066,-0.11934,"Northdown Street, King's Cross",6,21,15,200058,King's Cross,28.57,0
594,51.513875,-0.117774,"Kingsway Southbound, Strand",26,33,7,200226,Strand,78.79,0
595,51.493267,-0.21985,"Hammersmith Road, Hammersmith",7,22,15,200142,Hammersmith,31.82,0
596,51.472817,-0.199783,"Parson's Green , Parson's Green",1,21,20,200237,Parson's Green,4.76,1
